X_train,y_train
"[11, 141, 7, 2, 473, 34, 2268, 30, 1, 928]","[5, 1, 1968, 175, 77, 2622, 9, 5, 5061, 1261]"
"[4, 7654, 1293, 251, 237, 543, 1, 1506, 226, 84]","[1, 9777, 113, 112, 1821, 1, 98, 9, 173, 1]"
"[50, 103, 3, 98, 67, 3485, 7, 86, 606, 2896]","[38, 3374, 2, 153, 188, 7, 2, 382, 7, 5272]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 2090, 2762]","[45, 13, 83, 8, 1275, 6, 1567, 92, 30, 3950]"
"[15, 8, 2, 3398, 20, 1134, 43, 29, 22, 1396]","[336, 2407, 1138, 1, 202, 263, 4873, 121, 1, 1199]"
"[4531, 3813, 7, 3, 182, 40, 232, 1, 7, 315]","[112, 6, 1, 65, 2, 1779, 3, 1250, 2, 60]"
"[47, 3, 1205, 42, 429, 3, 22, 3669, 6, 1]","[369, 410, 16, 1, 773, 48, 7686, 53, 22, 3053]"
"[244, 42, 30, 1, 137, 41, 2, 2027, 4, 810]","[12, 1, 20, 281, 3455, 6, 24, 5, 1, 437]"
"[673, 21, 1245, 4559, 15, 2, 575, 120, 3404, 1]","[1158, 15, 5, 1, 4, 2, 4468, 4, 5, 1]"
"[1, 3133, 2264, 6, 5939, 1, 1137, 3, 28, 207]","[7225, 6, 5192, 26, 4761, 21, 1030, 3, 57, 272]"
"[2, 165, 6, 3, 558, 63, 1, 1220, 48, 16]","[22, 5954, 5, 6495, 3, 2, 19, 1666, 3843, 1459]"
"[1181, 1, 1, 5, 2137, 12, 489, 20, 2, 2621]","[257, 8, 83, 4222, 432, 413, 2297, 351, 4, 1543]"
"[7, 234, 1066, 1, 1, 54, 1137, 3, 28, 207]","[300, 2, 1082, 14, 5692, 6, 9350, 1428, 75, 116]"
"[1, 1, 1602, 6, 6873, 1, 1137, 3, 28, 207]","[13, 12, 5, 110, 1237, 1087, 2, 75, 378, 83]"
"[1, 1, 641, 9, 2, 669, 21, 1, 2360, 203]","[9427, 83, 13, 695, 3, 8436, 7157, 309, 3, 309]"
"[5, 1, 617, 2540, 107, 8225, 6, 107, 1, 1]","[382, 114, 4, 2, 74, 615, 14, 5153, 7, 1]"
"[24, 652, 13, 6, 19, 368, 27, 5714, 1433, 778]","[1146, 5343, 9, 272, 6, 54, 582, 9, 585, 153]"
"[5, 504, 10, 915, 7, 2, 1, 2970, 4, 5131]","[108, 71, 206, 212, 389, 4, 1218, 11, 2, 2086]"
"[691, 4, 1996, 2025, 48, 46, 5765, 4, 1996, 489]","[830, 142, 711, 100, 1, 664, 38, 29, 1, 1403]"
"[427, 4533, 6167, 921, 3, 1752, 458, 199, 13, 164]","[7, 50, 3, 1653, 718, 234, 84, 7, 2, 240]"
"[142, 3666, 801, 2240, 64, 3, 980, 864, 21, 1]","[164, 52, 33, 938, 60, 2044, 7, 1142, 830, 464]"
"[851, 2361, 20, 1, 7023, 131, 3506, 3852, 6, 1290]","[13, 1, 1958, 7, 2, 1710, 1, 1, 6903, 301]"
"[362, 5, 440, 807, 9, 3669, 1033, 300, 41, 2375]","[789, 2344, 979, 1249, 3, 1514, 1051, 956, 6, 3378]"
"[3, 52, 2310, 20, 2764, 221, 377, 1049, 2904, 15]","[4005, 24, 4970, 9, 1821, 2, 6587, 3, 613, 62]"
"[1817, 26, 12, 1773, 331, 4, 17, 231, 5758, 2639]","[7, 1703, 1966, 3650, 658, 5, 1306, 21, 2912, 142]"
"[1377, 3529, 3470, 1103, 92, 1, 21, 6917, 3, 5131]","[639, 5, 517, 114, 7, 2, 303, 81, 86, 3384]"
"[27, 48, 306, 237, 1, 7, 1145, 632, 221, 235]","[18, 148, 4, 5, 1387, 3, 1736, 2, 1, 1434]"
"[1827, 17, 1957, 466, 7, 1920, 6983, 4357, 393, 6511]","[3, 163, 2570, 1, 4, 76, 18, 15, 2095, 335]"
"[8406, 2, 2611, 114, 629, 17, 2, 805, 2794, 4624]","[177, 2298, 2256, 10, 1, 7, 62, 6, 1687, 203]"
"[108, 437, 3347, 1, 9, 440, 4057, 1525, 1, 5223]","[71, 432, 1897, 641, 49, 45, 1284, 48, 1475, 228]"
"[220, 1, 5131, 304, 1, 27, 1, 14, 1, 1]","[7866, 7, 1619, 14, 2, 1871, 132, 1916, 1824, 1]"
"[108, 1443, 48, 5, 858, 557, 4, 7564, 7, 1018]","[1010, 491, 361, 5835, 238, 1, 2315, 2553, 7, 2188]"
"[930, 4, 2, 357, 40, 1337, 11, 5, 1, 3671]","[1451, 27, 156, 23, 3, 2778, 1801, 3, 2, 1597]"
"[1, 4187, 1, 6, 8263, 8850, 1137, 3, 28, 207]","[444, 3, 2449, 2, 3188, 8767, 258, 9084, 6, 4547]"
"[2566, 1, 26, 8, 8333, 5289, 1792, 42, 2096, 1]","[1, 1, 1897, 6913, 681, 3, 121, 2, 4420, 435]"
"[64, 7, 665, 188, 40, 4806, 21, 60, 699, 1831]","[37, 1918, 49, 4, 19, 611, 1735, 109, 1, 1]"
"[4215, 7, 2, 1, 40, 31, 1, 387, 11, 379]","[2176, 210, 9, 56, 2, 671, 7416, 5874, 7887, 160]"
"[1817, 1, 105, 405, 526, 111, 9180, 7, 2, 1]","[602, 25, 19, 1, 5042, 3579, 12, 1, 133, 80]"
"[224, 35, 314, 37, 2195, 79, 594, 237, 73, 319]","[2, 309, 4, 2, 1108, 973, 2923, 1, 6, 383]"
"[7, 2747, 93, 36, 518, 1766, 7, 2, 4766, 5808]","[15, 10, 218, 105, 2, 805, 1452, 12, 30, 1]"
"[4996, 687, 494, 874, 628, 295, 772, 7, 1, 1]","[1, 187, 7, 76, 1056, 20, 5762, 6, 57, 1744]"
"[1, 6, 30, 1428, 4817, 252, 2919, 63, 1, 15]","[4190, 24, 37, 519, 18, 5, 458, 4, 262, 52]"
"[1, 16, 9046, 1066, 1, 1, 1137, 3, 28, 207]","[3775, 24, 1, 248, 7, 961, 4, 2, 142, 2351]"
"[6, 1, 4, 3464, 986, 6, 1, 95, 2, 9453]","[5, 1, 9177, 24, 185, 80, 209, 280, 3, 435]"
"[10, 99, 83, 1603, 33, 1498, 83, 3534, 10, 1]","[2, 3764, 676, 81, 143, 4833, 1274, 1, 1, 62]"
"[4869, 3708, 2421, 1, 4, 458, 551, 6260, 7, 568]","[98, 3, 1342, 9, 101, 72, 132, 271, 275, 116]"
"[5479, 27, 202, 3, 157, 615, 236, 63, 5730, 6171]","[3, 116, 19, 2971, 12, 1, 49, 4, 5410, 216]"
"[4, 391, 3, 1, 2, 9455, 159, 1198, 88, 2920]","[6, 2, 1283, 1205, 4, 5396, 2, 9178, 157, 1202]"
"[486, 1566, 6, 349, 7, 1559, 11, 2, 1583, 852]","[5222, 2999, 7, 864, 149, 7741, 2856, 2133, 14, 867]"
"[2649, 2, 9668, 4, 1, 2548, 5912, 664, 872, 1]","[13, 24, 37, 778, 18, 9004, 1015, 7881, 1, 1]"
"[10, 1303, 3, 873, 893, 44, 2537, 20, 2, 378]","[302, 1783, 3, 660, 1806, 4, 43, 3562, 11, 340]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[153, 381, 206, 109, 1, 7, 2, 1, 2929, 3819]"
"[13, 35, 362, 1, 3, 53, 6, 5542, 7, 8325]","[7, 8030, 2, 1475, 8, 156, 1620, 1841, 4, 1]"
"[3, 7028, 2723, 95, 21, 5046, 221, 377, 7, 96]","[1602, 1238, 23, 185, 3, 498, 3, 298, 2, 1655]"
"[4, 86, 214, 7845, 12, 316, 3, 211, 221, 377]","[159, 1, 6, 1, 850, 9, 2, 1698, 4, 530]"
"[1543, 27, 1182, 52, 3, 1, 3, 2, 110, 6584]","[1377, 9, 2, 57, 1517, 18, 15, 2301, 2204, 8541]"
"[1140, 3, 22, 5, 1047, 304, 154, 82, 162, 65]","[1102, 24, 281, 2301, 38, 2, 102, 373, 149, 2398]"
"[1, 11, 511, 1, 6, 11, 494, 588, 879, 542]","[6026, 780, 9117, 11, 4849, 79, 1, 6, 1, 666]"
"[54, 22, 150, 4, 2, 366, 2, 3616, 740, 15]","[2, 3375, 1095, 79, 870, 16, 32, 7756, 1, 7048]"
"[1651, 12, 4214, 7142, 190, 21, 1513, 1997, 17, 1]","[78, 715, 163, 2, 211, 1123, 3, 5, 8722, 3150]"
"[6, 23, 731, 5, 764, 1, 7553, 1257, 551, 2511]","[70, 4033, 42, 1188, 4, 1, 103, 7, 2, 102]"
"[383, 294, 423, 17, 30, 6271, 440, 807, 402, 7663]","[9, 1, 2087, 3949, 3196, 1206, 756, 6, 6310, 1655]"
"[30, 5381, 93, 28, 57, 22, 968, 3, 22, 1561]","[81, 86, 73, 55, 10, 70, 2067, 9, 427, 543]"
"[1097, 582, 4, 1, 1607, 714, 2585, 1, 6240, 541]","[7363, 1, 43, 186, 225, 289, 3, 396, 48, 1594]"
"[13, 15, 1263, 1, 11, 511, 6, 1, 11, 2131]","[214, 45, 2, 6576, 99, 4959, 2278, 1, 24, 16]"
"[4236, 27, 261, 18, 248, 3107, 3, 2, 1, 177]","[10, 2269, 1784, 843, 3, 3102, 478, 21, 2, 949]"
"[2, 5629, 1109, 9657, 718, 73, 176, 558, 165, 203]","[4668, 1795, 328, 5, 1, 3, 6305, 65, 2, 5058]"
"[16, 43, 94, 22, 1, 44, 32, 500, 2, 245]","[315, 2899, 1, 7, 231, 4326, 1, 9, 1491, 2921]"
"[3, 1153, 140, 1066, 1, 1, 1137, 3, 28, 1413]","[3278, 8, 2, 4949, 41, 1035, 301, 13, 1326, 167]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 1, 9399]","[3, 959, 42, 121, 80, 512, 1, 59, 32, 156]"
"[6605, 4, 1, 1, 1429, 1632, 1, 1, 1, 1]","[646, 1, 695, 3, 121, 2300, 8, 8595, 11, 3040]"
"[430, 10, 1949, 446, 3, 1652, 2298, 20, 4841, 1614]","[296, 2932, 24, 37, 2481, 20, 1, 1, 290, 1]"
"[39, 1, 3645, 40, 6362, 158, 2, 1, 28, 161]","[114, 81, 6434, 2641, 428, 1, 4, 3372, 1154, 1]"
"[281, 56, 2, 669, 428, 8837, 11, 86, 2523, 927]","[2, 2705, 4, 1843, 1, 8027, 11, 5, 5256, 363]"
"[312, 10, 1838, 6, 4802, 9, 1655, 3, 975, 80]","[722, 912, 38, 86, 1353, 7, 2, 190, 4, 2784]"
"[2168, 35, 601, 9, 73, 3, 182, 4111, 6723, 15]","[537, 323, 827, 3, 751, 65, 157, 131, 255, 974]"
"[78, 3532, 3, 1523, 7, 1029, 4, 1218, 2, 3736]","[42, 1771, 361, 1577, 5, 1794, 1, 1676, 20, 1252]"
"[1666, 4, 3167, 542, 26, 54, 1807, 1299, 2, 1748]","[9, 2, 2226, 1838, 5, 9519, 4714, 332, 28, 84]"
"[281, 56, 2, 669, 428, 8837, 11, 86, 2523, 927]","[2589, 2969, 2160, 1, 1, 11, 5, 1, 2155, 363]"
"[7, 4515, 447, 21, 2, 3282, 2, 523, 277, 15]","[1191, 14, 79, 976, 4, 2, 240, 5333, 1, 5780]"
"[6, 7, 512, 14, 194, 1, 127, 2589, 4, 763]","[3, 22, 704, 1, 7, 1582, 1016, 249, 2, 240]"
"[4148, 93, 13, 1224, 18, 1, 21, 4064, 255, 1613]","[8, 2598, 4951, 1, 1775, 1565, 925, 3, 99, 1591]"
"[2649, 42, 1, 20, 1882, 3, 3583, 9368, 221, 840]","[7, 43, 74, 193, 4, 707, 18, 5, 882, 265]"
"[216, 3, 98, 110, 6, 220, 66, 33, 5074, 11]","[406, 3, 1287, 49, 19, 5862, 109, 6577, 11, 326]"
"[5, 1, 1090, 11, 2, 2792, 10, 6659, 11, 307]","[4, 1, 24, 941, 98, 11, 2, 772, 9, 1]"
"[6139, 33, 29, 9815, 18, 94, 46, 5983, 10, 540]","[37, 2195, 18, 1, 4, 2, 6481, 3719, 4161, 872]"
"[445, 160, 6263, 1, 1, 1, 1137, 3, 28, 207]","[326, 17, 2, 1152, 4, 2, 1166, 7, 1, 1]"
"[2532, 6461, 1539, 5, 339, 952, 7, 2, 2575, 338]","[5, 6596, 18, 2398, 207, 21, 409, 3, 1, 4908]"
"[9, 547, 7, 26, 33, 29, 129, 3, 4516, 28]","[5460, 13, 10, 888, 17, 1, 21, 2889, 259, 1653]"
"[326, 8, 3774, 7, 2, 1547, 4, 2, 1, 53]","[1758, 1491, 2921, 333, 3, 22, 1, 21, 1, 540]"
"[831, 14, 1, 41, 1, 1, 9, 5, 1, 831]","[59, 5705, 12, 1485, 2616, 41, 1095, 6472, 7, 472]"
"[7285, 1, 3, 39, 1, 1426, 2451, 20, 1, 1]","[23, 2716, 6, 32, 92, 30, 166, 5, 57, 1963]"
"[101, 415, 11, 8814, 1316, 4, 4751, 1, 167, 84]","[827, 3, 719, 28, 1028, 294, 619, 3, 1, 513]"
"[8234, 43, 513, 3, 22, 1261, 3, 997, 559, 4095]","[18, 240, 6, 76, 7384, 5, 57, 355, 1144, 7211]"
"[1344, 7, 28, 4082, 27, 4044, 119, 4, 2426, 2812]","[536, 342, 5, 229, 5659, 122, 43, 6768, 7, 1611]"
"[4, 2, 1202, 20, 1510, 80, 1264, 3, 5, 607]","[270, 41, 22, 242, 773, 48, 1730, 81, 38, 1178]"
"[5729, 6, 289, 5, 714, 7, 653, 168, 9277, 584]","[4925, 7407, 9163, 35, 12, 5, 3011, 4292, 6, 2111]"
"[1922, 4, 2, 498, 1655, 33, 487, 7, 2, 491]","[1083, 1961, 4, 2, 1652, 33, 502, 7, 2, 464]"
"[3, 173, 2, 4308, 4, 1, 4273, 1, 6, 1961]","[4, 2, 1272, 1775, 2282, 4, 956, 1, 979, 1483]"
"[14, 1177, 2, 1508, 25, 145, 12, 5, 420, 1576]","[2187, 26, 1262, 5, 2388, 1151, 61, 2, 484, 3268]"
"[117, 14, 5, 59, 537, 41, 1492, 17, 2, 210]","[73, 4, 2, 1, 1, 3397, 20, 31, 1, 1]"
"[9, 9300, 591, 40, 945, 979, 11, 5, 2056, 3592]","[4964, 1618, 64, 468, 8, 13, 10, 1905, 7, 7203]"
"[8015, 872, 17, 2368, 5, 9522, 6, 1, 735, 1]","[440, 5472, 55, 26, 117, 3827, 1296, 3, 823, 15]"
"[22, 155, 9, 1, 1, 4272, 1, 6, 1, 1]","[1556, 3308, 4143, 701, 41, 214, 50, 5327, 890, 1]"
"[26, 4179, 3, 2, 110, 21, 5, 1683, 339, 952]","[1245, 6, 1116, 2, 177, 992, 4, 2, 1, 373]"
"[1236, 3, 474, 510, 548, 619, 21, 460, 167, 84]","[5, 546, 612, 9600, 11, 177, 931, 7, 2, 864]"
"[4, 3814, 9, 2, 7325, 5059, 139, 3, 19, 713]","[29, 2390, 1593, 1984, 3, 1, 62, 6, 162, 75]"
"[498, 111, 128, 2, 1356, 6, 106, 6008, 1, 770]","[107, 3, 137, 97, 2, 2590, 5661, 5, 261, 2001]"
"[9291, 39, 526, 12, 3, 1537, 2844, 20, 451, 1267]","[2722, 2288, 21, 44, 4, 43, 3461, 1, 7, 598]"
"[15, 38, 153, 2752, 41, 893, 11, 458, 2116, 664]","[1593, 2481, 9703, 4, 1864, 6, 30, 616, 1, 1977]"
"[8657, 1, 1405, 2738, 3887, 4099, 9, 3963, 140, 3838]","[1333, 8439, 2820, 9, 294, 1431, 9348, 3, 983, 216]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[19, 241, 604, 1, 12, 378, 735, 4, 883, 2611]"
"[32, 216, 3, 136, 3, 182, 427, 80, 345, 1079]","[157, 5132, 7, 741, 969, 7, 2, 322, 101, 72]"
"[14, 119, 6, 2, 473, 1402, 20, 28, 4477, 610]","[5, 190, 231, 4153, 8448, 3, 5, 3220, 5198, 1021]"
"[10, 99, 17, 2, 6758, 9659, 1890, 20, 307, 192]","[5, 1, 1029, 9, 5238, 6, 2056, 4, 1, 1412]"
"[1437, 142, 9274, 3, 636, 2, 695, 1, 2360, 203]","[23, 3355, 38, 321, 1, 899, 374, 26, 3097, 914]"
"[25, 1195, 3827, 83, 510, 228, 7, 313, 28, 371]","[940, 18, 5, 67, 1151, 3, 1, 2665, 1, 2171]"
"[69, 46, 7, 116, 26, 16, 78, 8809, 5, 349]","[11, 5, 921, 293, 3, 4599, 3, 60, 5546, 577]"
"[1, 6998, 36, 176, 1545, 9907, 6, 9920, 26, 1809]","[25, 681, 35, 178, 1537, 21, 303, 8815, 25, 1789]"
"[1, 7, 4723, 1, 2558, 21, 802, 6, 550, 2857]","[2, 3255, 4, 1, 133, 2629, 1, 1, 6, 1]"
"[2, 388, 1492, 1066, 1, 1, 1137, 3, 28, 1413]","[9157, 83, 13, 589, 3, 2537, 121, 15, 85, 196]"
"[353, 21, 1, 8, 33, 1477, 9, 604, 1, 404]","[65, 613, 1, 171, 1100, 216, 17, 1, 6859, 136]"
"[797, 44, 32, 5318, 5, 1, 1, 7, 5, 1]","[7, 231, 318, 1127, 2755, 192, 7794, 2471, 18, 1]"
"[1227, 4, 66, 1, 169, 41, 726, 2345, 6, 2860]","[12, 1, 9, 1, 2, 184, 3, 2, 6206, 2192]"
"[4, 4177, 290, 9, 1984, 1, 1745, 11, 1, 824]","[82, 8, 3976, 4982, 1039, 17, 2, 538, 4, 2017]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[4272, 1, 1008, 9, 377, 122, 353, 21, 141, 153]"
"[14, 63, 1, 419, 1, 2349, 6, 63, 1, 1]","[1, 24, 37, 2434, 7, 18, 1, 74, 2195, 1332]"
"[3, 886, 921, 1066, 1, 1, 1137, 3, 28, 207]","[4, 1, 157, 2678, 33, 4160, 9497, 1, 1170, 660]"
"[284, 6, 38, 27, 3262, 3, 23, 461, 69, 8]","[1074, 5, 57, 5256, 1639, 14, 2, 246, 44, 320]"
"[1, 1, 1, 2534, 43, 447, 11, 337, 11, 3723]","[1, 228, 4211, 83, 31, 339, 5673, 19, 1923, 2168]"
"[7, 28, 4082, 27, 4044, 119, 4, 1, 2010, 1124]","[4941, 7, 160, 59, 32, 1, 1, 930, 13, 83]"
"[133, 1, 1, 4, 753, 6, 1, 8116, 269, 1]","[267, 5, 1, 9036, 7, 1576, 7248, 1385, 3, 1781]"
"[162, 8, 3, 998, 203, 17, 3042, 29, 3397, 1191]","[13, 1217, 5, 1, 1403, 434, 3, 19, 842, 1]"
"[1635, 2024, 1861, 7858, 7, 4295, 4, 2, 1635, 610]","[1949, 4, 6759, 5187, 4020, 549, 4, 710, 9, 1]"
"[207, 10, 289, 519, 3739, 571, 7, 2, 1716, 492]","[37, 108, 7, 5, 596, 2389, 7, 5, 102, 74]"
"[6, 827, 2483, 16, 122, 29, 1884, 5, 1, 728]","[11, 403, 492, 7, 76, 6, 403, 626, 7, 240]"
"[2, 2799, 4634, 6, 38, 43, 6684, 28, 4798, 1]","[456, 2, 192, 2865, 4692, 23, 37, 778, 6, 1]"
"[3579, 2, 6376, 10, 5, 1171, 1660, 354, 3630, 53]","[3701, 35, 24, 3010, 953, 4, 2957, 64, 31, 3677]"
"[5, 464, 4, 3985, 2605, 221, 996, 2, 807, 15]","[1, 2711, 7504, 6696, 9, 1, 11, 2152, 194, 2827]"
"[1855, 11, 2, 1159, 4, 1, 1, 7, 75, 5640]","[13, 83, 2, 805, 12, 2, 485, 11, 1, 1]"
"[14, 2348, 1, 1554, 7, 1, 1, 7, 179, 191]","[1533, 182, 647, 72, 3, 1298, 6, 12, 1, 1558]"
"[3, 1102, 13, 15, 33, 129, 40, 56, 4, 80]","[1, 5571, 36, 37, 29, 3983, 5654, 7, 19, 1160]"
"[19, 1271, 12, 407, 3, 1, 18, 2, 3738, 1]","[602, 4, 2235, 290, 3098, 5, 130, 5248, 4, 335]"
"[7, 7133, 3, 683, 9099, 36, 1696, 3, 417, 742]","[317, 5, 1, 7, 727, 6, 82, 1, 65, 990]"
"[889, 6, 16, 12, 2518, 2, 839, 3122, 2, 7760]","[1, 874, 7, 296, 2932, 24, 37, 1292, 65, 863]"
"[927, 521, 5, 2523, 3572, 624, 9, 1018, 3, 200]","[7, 2, 6831, 1, 3, 421, 677, 355, 21, 4173]"
"[2, 1, 6, 1328, 257, 1109, 9260, 146, 4, 1]","[117, 25, 4488, 9, 19, 6073, 4, 79, 4122, 2148]"
"[1043, 17, 531, 2, 74, 10, 7, 234, 7, 6332]","[177, 7082, 1369, 3056, 477, 3, 22, 980, 17, 3112]"
"[3337, 81, 1, 11, 234, 3, 1027, 2, 1483, 756]","[2, 1479, 16, 32, 9879, 32, 814, 47, 48, 508]"
"[2, 1954, 4, 252, 53, 7, 478, 3, 1, 80]","[1708, 9, 164, 72, 38, 4764, 60, 1882, 4, 1632]"
"[2, 3323, 431, 1994, 24, 4740, 5, 893, 21, 8080]","[29, 2107, 6, 31, 9515, 12, 5, 785, 7194, 225]"
"[49, 216, 9, 2, 3500, 4, 1, 3, 2, 1712]","[1, 1, 698, 6, 1316, 8549, 848, 1, 7, 6139]"
"[2709, 15, 5500, 1, 56, 3084, 139, 3, 2, 658]","[867, 6776, 464, 1, 17, 125, 1, 4437, 248, 116]"
"[6132, 3, 56, 2, 1, 4449, 4, 105, 340, 46]","[6, 7, 1, 7, 721, 95, 684, 4, 1, 235]"
"[2139, 3, 31, 6, 31, 1800, 18, 30, 4477, 781]","[562, 24, 916, 414, 5709, 3, 2270, 2376, 1115, 543]"
"[34, 2279, 3, 8666, 7, 28, 130, 408, 22, 1]","[1708, 9, 647, 180, 38, 3269, 3, 1632, 151, 2217]"
"[89, 4, 66, 69, 530, 3, 109, 11, 299, 192]","[2, 262, 548, 12, 444, 3, 121, 5, 517, 1631]"
"[3, 5365, 5, 1367, 4, 1171, 1172, 21, 119, 487]","[3609, 263, 1, 344, 30, 3046, 18, 5, 3856, 910]"
"[1, 1, 1, 5307, 7, 1, 670, 387, 7, 1]","[8150, 2489, 794, 937, 8, 163, 5241, 18, 968, 5502]"
"[49, 185, 157, 7, 142, 959, 7904, 69, 7, 181]","[1686, 679, 1, 1, 6, 321, 770, 4, 145, 1]"
"[7, 2, 165, 9, 2, 2499, 389, 3781, 1, 1]","[473, 590, 33, 1546, 2386, 13, 614, 1, 1, 1]"
"[1167, 194, 9313, 3895, 6, 1, 3432, 6, 744, 2374]","[747, 4, 57, 1165, 1073, 20, 2, 294, 1, 1438]"
"[561, 43, 186, 18, 79, 4079, 3, 31, 7423, 114]","[820, 5, 283, 1, 4006, 42, 2176, 210, 9, 962]"
"[114, 263, 6, 3879, 500, 47, 3, 90, 9, 372]","[111, 1, 2212, 9948, 6072, 1194, 26, 1047, 9, 1]"
"[9643, 1454, 117, 1627, 1851, 7, 2, 1, 2016, 3370]","[6, 1673, 645, 79, 2540, 2849, 1939, 212, 389, 2315]"
"[511, 362, 5, 1729, 11, 494, 763, 462, 1525, 1]","[4152, 29, 7237, 1, 7845, 1551, 2176, 131, 9, 47]"
"[3, 23, 518, 16, 26, 25, 396, 1053, 50, 55]","[2370, 582, 49, 5, 1, 1482, 7, 2, 192, 246]"
"[326, 1, 1, 24, 29, 5704, 11, 28, 308, 4285]","[184, 13, 10, 916, 3, 5882, 3465, 118, 4543, 8735]"
"[1, 5098, 2926, 5, 1583, 9, 2, 748, 1052, 6925]","[24, 1221, 5, 1, 4756, 7, 2, 844, 1021, 693]"
"[5799, 305, 3307, 741, 50, 11, 2318, 7, 2, 1823]","[1428, 255, 9109, 347, 123, 2004, 7, 1, 19, 737]"
"[3, 136, 191, 2, 114, 4, 1, 24, 37, 462]","[1110, 299, 105, 5, 75, 701, 9, 5, 673, 268]"
"[158, 9561, 1, 2, 1, 1, 595, 7, 1952, 1515]","[1124, 8, 263, 55, 12, 70, 2164, 3, 123, 275]"
"[7, 4292, 110, 6, 2, 91, 4, 31, 4198, 100]","[958, 4, 1083, 6, 1410, 1, 6926, 280, 5601, 146]"
"[219, 50, 40, 5, 5020, 1, 211, 387, 68, 5632]","[56, 101, 4, 43, 102, 373, 176, 534, 7, 1703]"
"[1319, 55, 1275, 9, 16, 547, 483, 21, 1498, 3058]","[54, 2171, 48, 2812, 6794, 6, 1093, 3, 1393, 1846]"
"[418, 6, 701, 1593, 36, 70, 2, 3602, 636, 47]","[59, 51, 352, 145, 1364, 51, 58, 352, 145, 143]"
"[2, 978, 9, 39, 1, 12, 386, 3, 22, 202]","[580, 4, 2, 231, 1533, 1936, 298, 11, 404, 447]"
"[16, 908, 13, 15, 83, 368, 24, 37, 108, 3014]","[34, 83, 15, 5715, 21, 19, 89, 60, 72, 324]"
"[5, 5482, 2080, 1, 1033, 793, 35, 39, 5651, 1]","[1694, 3, 3176, 1, 1530, 7, 2, 2524, 4, 1]"
"[7, 2, 2742, 338, 1474, 20, 3407, 9326, 7117, 154]","[153, 5, 724, 795, 109, 2683, 153, 17, 6239, 1340]"
"[517, 18, 30, 8498, 1, 124, 2, 4193, 10, 5984]","[71, 428, 4223, 1, 6982, 2, 4223, 288, 10, 2079]"
"[33, 3790, 2, 1, 24, 5264, 6, 1, 42, 3854]","[3334, 155, 2246, 6, 1, 7557, 17, 2, 211, 63]"
"[10, 835, 8, 16, 78, 22, 1, 3, 7289, 16]","[1189, 4937, 120, 9691, 1, 3450, 665, 81, 141, 235]"
"[1, 999, 7, 2, 388, 17, 2, 1, 7, 5825]","[278, 1, 246, 382, 95, 32, 41, 343, 5272, 1]"
"[7, 2, 986, 1000, 49, 51, 1399, 79, 507, 4941]","[176, 7, 5, 363, 8, 2698, 2, 401, 17, 1]"
"[7, 456, 16, 12, 4412, 47, 974, 78, 157, 1]","[1875, 21, 3624, 1, 2403, 1, 202, 23, 37, 5104]"
"[542, 17, 2, 5807, 4, 143, 105, 1756, 1, 1]","[8546, 187, 38, 2, 74, 114, 4, 1489, 7, 5457]"
"[2, 853, 1, 1, 105, 43, 22, 381, 454, 453]","[4331, 2, 1, 513, 1, 41, 22, 380, 7, 447]"
"[56, 4, 2, 5426, 524, 33, 4529, 255, 412, 2009]","[1, 46, 1, 1614, 6, 1, 444, 3, 395, 178]"
"[199, 6, 559, 7, 2, 144, 191, 2, 605, 1460]","[604, 36, 1077, 62, 109, 15, 5, 136, 24, 424]"
"[2, 71, 671, 73, 41, 103, 36, 4822, 8967, 688]","[1257, 3, 527, 166, 39, 8233, 1790, 241, 604, 98]"
"[6193, 9, 2, 706, 2295, 10, 381, 324, 28, 266]","[2003, 3, 430, 2, 7418, 672, 1, 509, 17, 1]"
"[1, 174, 12, 446, 3, 136, 191, 7, 2, 4841]","[180, 38, 5, 562, 1918, 13, 36, 2332, 3935, 31]"
"[20, 4137, 575, 8, 23, 2677, 403, 4, 79, 1651]","[1, 1328, 7, 1, 12, 89, 3, 48, 2814, 3796]"
"[890, 585, 3386, 521, 552, 1, 583, 361, 4164, 2559]","[0, 0, 2422, 2, 102, 44, 343, 17, 5, 63]"
"[468, 2234, 11, 30, 5874, 1518, 3, 1541, 7, 460]","[61, 1750, 7, 1299, 1, 42, 2704, 11, 7093, 1140]"
"[19, 821, 441, 14, 228, 2168, 3, 182, 1194, 1]","[14, 8522, 1681, 774, 6, 12, 134, 1321, 3, 1239]"
"[82, 6, 12, 4279, 5, 339, 1160, 140, 7, 6088]","[2766, 35, 12, 88, 305, 1, 1113, 5349, 1159, 83]"
"[1, 25, 162, 3, 2138, 2497, 11, 1, 1916, 3760]","[932, 30, 2, 5923, 35, 10, 45, 35, 1995, 1]"
"[5955, 48, 103, 156, 349, 2, 137, 57, 754, 7]","[317, 945, 74, 2535, 841, 17, 1, 7487, 1, 6537]"
"[524, 2557, 3, 4803, 41, 98, 2, 114, 3, 349]","[16, 15, 10, 1826, 52, 3, 121, 282, 4, 745]"
